,dates,Colorado_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Colorado_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Colorado_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Colorado_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Colorado_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Colorado_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Colorado_UnitedStates.CTP_CovidCases_Black.data,Colorado_UnitedStates.CTP_CovidCases_Black.missing,Kentucky_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Kentucky_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Kentucky_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Kentucky_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Kentucky_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Kentucky_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Kentucky_UnitedStates.CTP_CovidCases_Black.data,Kentucky_UnitedStates.CTP_CovidCases_Black.missing,Georgia_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Georgia_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Georgia_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Georgia_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Georgia_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Georgia_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Georgia_UnitedStates.CTP_CovidCases_Black.data,Georgia_UnitedStates.CTP_CovidCases_Black.missing,Iowa_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Iowa_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Iowa_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Iowa_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Iowa_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Iowa_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Iowa_UnitedStates.CTP_CovidCases_Black.data,Iowa_UnitedStates.CTP_CovidCases_Black.missing,Connecticut_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Connecticut_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Connecticut_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Connecticut_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Connecticut_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Connecticut_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Connecticut_UnitedStates.CTP_CovidCases_Black.data,Connecticut_UnitedStates.CTP_CovidCases_Black.missing,Idaho_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Idaho_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Idaho_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Idaho_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Idaho_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Idaho_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Idaho_UnitedStates.CTP_CovidCases_Black.data,Idaho_UnitedStates.CTP_CovidCases_Black.missing,Louisiana_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Louisiana_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Louisiana_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Louisiana_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Louisiana_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Louisiana_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Louisiana_UnitedStates.CTP_CovidCases_Black.data,Louisiana_UnitedStates.CTP_CovidCases_Black.missing,Delaware_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Delaware_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Delaware_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Delaware_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Delaware_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Delaware_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Delaware_UnitedStates.CTP_CovidCases_Black.data,Delaware_UnitedStates.CTP_CovidCases_Black.missing,Hawaii_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Hawaii_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Hawaii_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Hawaii_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Hawaii_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Hawaii_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Hawaii_UnitedStates.CTP_CovidCases_Black.data,Hawaii_UnitedStates.CTP_CovidCases_Black.missing,Indiana_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Indiana_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Indiana_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Indiana_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Indiana_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Indiana_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Indiana_UnitedStates.CTP_CovidCases_Black.data,Indiana_UnitedStates.CTP_CovidCases_Black.missing
0,2020-01-11,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-12,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-13,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-14,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-15,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-16,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-17,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-18,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-19,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-20,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-21,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-22,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-23,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-24,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-25,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-26,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-27,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-28,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-29,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-30,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-31,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-01,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-02,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-03,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
