,dates,Ohio_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Ohio_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Ohio_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Ohio_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Ohio_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Ohio_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Ohio_UnitedStates.CTP_CovidCases_Black.data,Ohio_UnitedStates.CTP_CovidCases_Black.missing,Pennsylvania_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Pennsylvania_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Pennsylvania_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Pennsylvania_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Pennsylvania_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Pennsylvania_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Pennsylvania_UnitedStates.CTP_CovidCases_Black.data,Pennsylvania_UnitedStates.CTP_CovidCases_Black.missing,RhodeIsland_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,RhodeIsland_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,RhodeIsland_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,RhodeIsland_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,RhodeIsland_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,RhodeIsland_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,RhodeIsland_UnitedStates.CTP_CovidCases_Black.data,RhodeIsland_UnitedStates.CTP_CovidCases_Black.missing,Oklahoma_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Oklahoma_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Oklahoma_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Oklahoma_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Oklahoma_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Oklahoma_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Oklahoma_UnitedStates.CTP_CovidCases_Black.data,Oklahoma_UnitedStates.CTP_CovidCases_Black.missing,Oregon_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,Oregon_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,Oregon_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,Oregon_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,Oregon_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,Oregon_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,Oregon_UnitedStates.CTP_CovidCases_Black.data,Oregon_UnitedStates.CTP_CovidCases_Black.missing,NorthDakota_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,NorthDakota_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,NorthDakota_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,NorthDakota_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,NorthDakota_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,NorthDakota_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,NorthDakota_UnitedStates.CTP_CovidCases_Black.data,NorthDakota_UnitedStates.CTP_CovidCases_Black.missing,NewMexico_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,NewMexico_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,NewMexico_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,NewMexico_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,NewMexico_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,NewMexico_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,NewMexico_UnitedStates.CTP_CovidCases_Black.data,NewMexico_UnitedStates.CTP_CovidCases_Black.missing,NewYork_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,NewYork_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,NewYork_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,NewYork_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,NewYork_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,NewYork_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,NewYork_UnitedStates.CTP_CovidCases_Black.data,NewYork_UnitedStates.CTP_CovidCases_Black.missing,NewJersey_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,NewJersey_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,NewJersey_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,NewJersey_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,NewJersey_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,NewJersey_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,NewJersey_UnitedStates.CTP_CovidCases_Black.data,NewJersey_UnitedStates.CTP_CovidCases_Black.missing,NorthCarolina_UnitedStates.CTP_CovidCases_EthnicityUnknown.data,NorthCarolina_UnitedStates.CTP_CovidCases_EthnicityUnknown.missing,NorthCarolina_UnitedStates.CTP_CovidCases_EthnicityHispanic.data,NorthCarolina_UnitedStates.CTP_CovidCases_EthnicityHispanic.missing,NorthCarolina_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.data,NorthCarolina_UnitedStates.CTP_CovidCases_EthnicityNonHispanic.missing,NorthCarolina_UnitedStates.CTP_CovidCases_Black.data,NorthCarolina_UnitedStates.CTP_CovidCases_Black.missing
0,2020-01-12,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-13,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-14,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-15,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-16,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-17,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-18,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-19,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-20,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-21,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-22,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-23,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-24,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-25,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-26,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-27,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-28,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-29,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-30,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-31,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-01,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-02,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
