,dates,Colorado_UnitedStates.CTP_CovidCases_Multiracial.data,Colorado_UnitedStates.CTP_CovidCases_Multiracial.missing,Colorado_UnitedStates.CTP_CovidCases_Other.data,Colorado_UnitedStates.CTP_CovidCases_Other.missing,Colorado_UnitedStates.CTP_CovidCases_LatinX.data,Colorado_UnitedStates.CTP_CovidCases_LatinX.missing,Colorado_UnitedStates.CTP_CovidCases_NHPI.data,Colorado_UnitedStates.CTP_CovidCases_NHPI.missing,Kentucky_UnitedStates.CTP_CovidCases_Multiracial.data,Kentucky_UnitedStates.CTP_CovidCases_Multiracial.missing,Kentucky_UnitedStates.CTP_CovidCases_Other.data,Kentucky_UnitedStates.CTP_CovidCases_Other.missing,Kentucky_UnitedStates.CTP_CovidCases_LatinX.data,Kentucky_UnitedStates.CTP_CovidCases_LatinX.missing,Kentucky_UnitedStates.CTP_CovidCases_NHPI.data,Kentucky_UnitedStates.CTP_CovidCases_NHPI.missing,Georgia_UnitedStates.CTP_CovidCases_Multiracial.data,Georgia_UnitedStates.CTP_CovidCases_Multiracial.missing,Georgia_UnitedStates.CTP_CovidCases_Other.data,Georgia_UnitedStates.CTP_CovidCases_Other.missing,Georgia_UnitedStates.CTP_CovidCases_LatinX.data,Georgia_UnitedStates.CTP_CovidCases_LatinX.missing,Georgia_UnitedStates.CTP_CovidCases_NHPI.data,Georgia_UnitedStates.CTP_CovidCases_NHPI.missing,Iowa_UnitedStates.CTP_CovidCases_Multiracial.data,Iowa_UnitedStates.CTP_CovidCases_Multiracial.missing,Iowa_UnitedStates.CTP_CovidCases_Other.data,Iowa_UnitedStates.CTP_CovidCases_Other.missing,Iowa_UnitedStates.CTP_CovidCases_LatinX.data,Iowa_UnitedStates.CTP_CovidCases_LatinX.missing,Iowa_UnitedStates.CTP_CovidCases_NHPI.data,Iowa_UnitedStates.CTP_CovidCases_NHPI.missing,Connecticut_UnitedStates.CTP_CovidCases_Multiracial.data,Connecticut_UnitedStates.CTP_CovidCases_Multiracial.missing,Connecticut_UnitedStates.CTP_CovidCases_Other.data,Connecticut_UnitedStates.CTP_CovidCases_Other.missing,Connecticut_UnitedStates.CTP_CovidCases_LatinX.data,Connecticut_UnitedStates.CTP_CovidCases_LatinX.missing,Connecticut_UnitedStates.CTP_CovidCases_NHPI.data,Connecticut_UnitedStates.CTP_CovidCases_NHPI.missing,Idaho_UnitedStates.CTP_CovidCases_Multiracial.data,Idaho_UnitedStates.CTP_CovidCases_Multiracial.missing,Idaho_UnitedStates.CTP_CovidCases_Other.data,Idaho_UnitedStates.CTP_CovidCases_Other.missing,Idaho_UnitedStates.CTP_CovidCases_LatinX.data,Idaho_UnitedStates.CTP_CovidCases_LatinX.missing,Idaho_UnitedStates.CTP_CovidCases_NHPI.data,Idaho_UnitedStates.CTP_CovidCases_NHPI.missing,Louisiana_UnitedStates.CTP_CovidCases_Multiracial.data,Louisiana_UnitedStates.CTP_CovidCases_Multiracial.missing,Louisiana_UnitedStates.CTP_CovidCases_Other.data,Louisiana_UnitedStates.CTP_CovidCases_Other.missing,Louisiana_UnitedStates.CTP_CovidCases_LatinX.data,Louisiana_UnitedStates.CTP_CovidCases_LatinX.missing,Louisiana_UnitedStates.CTP_CovidCases_NHPI.data,Louisiana_UnitedStates.CTP_CovidCases_NHPI.missing,Delaware_UnitedStates.CTP_CovidCases_Multiracial.data,Delaware_UnitedStates.CTP_CovidCases_Multiracial.missing,Delaware_UnitedStates.CTP_CovidCases_Other.data,Delaware_UnitedStates.CTP_CovidCases_Other.missing,Delaware_UnitedStates.CTP_CovidCases_LatinX.data,Delaware_UnitedStates.CTP_CovidCases_LatinX.missing,Delaware_UnitedStates.CTP_CovidCases_NHPI.data,Delaware_UnitedStates.CTP_CovidCases_NHPI.missing,Hawaii_UnitedStates.CTP_CovidCases_Multiracial.data,Hawaii_UnitedStates.CTP_CovidCases_Multiracial.missing,Hawaii_UnitedStates.CTP_CovidCases_Other.data,Hawaii_UnitedStates.CTP_CovidCases_Other.missing,Hawaii_UnitedStates.CTP_CovidCases_LatinX.data,Hawaii_UnitedStates.CTP_CovidCases_LatinX.missing,Hawaii_UnitedStates.CTP_CovidCases_NHPI.data,Hawaii_UnitedStates.CTP_CovidCases_NHPI.missing,Indiana_UnitedStates.CTP_CovidCases_Multiracial.data,Indiana_UnitedStates.CTP_CovidCases_Multiracial.missing,Indiana_UnitedStates.CTP_CovidCases_Other.data,Indiana_UnitedStates.CTP_CovidCases_Other.missing,Indiana_UnitedStates.CTP_CovidCases_LatinX.data,Indiana_UnitedStates.CTP_CovidCases_LatinX.missing,Indiana_UnitedStates.CTP_CovidCases_NHPI.data,Indiana_UnitedStates.CTP_CovidCases_NHPI.missing
0,2020-01-11,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-12,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-13,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-14,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-15,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-16,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-17,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-18,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-19,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-20,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-21,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-22,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-23,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-24,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-25,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-26,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-27,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-28,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-29,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-30,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-01-31,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-01,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-02,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-03,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-04,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-05,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
0,2020-02-06,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100,0.0,100
