county,state,fips.id,populationCDS,rural_urban,sept_2020,oct_2020,sept_percent,oct_percent,percent_change
Amherst,Virginia,51009,31605.0,rural,403.0,623.0,1.2751146970416074,1.9712070874861574,0.69609239044455
Amite,Mississippi,28005,12297.0,rural,342.0,436.0,2.781166138082459,3.5455802228185735,0.7644140847361145
Anchorage,Alaska,02020,288000.0,urban,4580.0,8349.0,1.5902777777777777,2.8989583333333333,1.3086805555555556
Anderson,Kansas,20003,7858.0,rural,85.0,215.0,1.0817001781623823,2.7360651565283787,1.6543649783659964
Anderson,Kentucky,21005,22747.0,rural,167.0,278.0,0.7341627467358334,1.222139183188992,0.48797643645315864
Anderson,SouthCarolina,45007,202558.0,urban,4556.0,5954.0,2.249232318644536,2.9394050099230835,0.6901726912785473
Anderson,Tennessee,47001,76978.0,urban,1224.0,1868.0,1.5900646938086207,2.426667359505313,0.8366026656966926
Anderson,Texas,48001,57735.0,urban,2840.0,2979.0,4.919026586992292,5.159781761496492,0.24075517450420025
Andrew,Missouri,29003,17712.0,rural,265.0,468.0,1.4961607949412827,2.642276422764228,1.1461156278229447
Andrews,Texas,48003,18705.0,rural,425.0,667.0,2.27211975407645,3.565891472868217,1.293771718791767
Androscoggin,Maine,23001,108277.0,urban,737.0,873.0,0.6806616363585988,0.8062654118603211,0.12560377550172244
Angelina,Texas,48005,86715.0,urban,2563.0,2922.0,2.955659343827481,3.369659228507179,0.41399988467969784
AnneArundel,Maryland,24003,579234.0,urban,10129.0,12214.0,1.7486887855339983,2.1086469371618377,0.3599581516278395
Anoka,Minnesota,27003,356921.0,urban,6343.0,9812.0,1.7771439618290883,2.749067720868203,0.9719237590391151
Anson,NorthCarolina,37007,24446.0,rural,616.0,734.0,2.519839646567946,3.0025362022416755,0.4826965556737299
Antelope,Nebraska,31003,6298.0,rural,80.0,176.0,1.2702445220704985,2.7945379485550967,1.5242934264845984
Antrim,Michigan,26009,23324.0,rural,72.0,143.0,0.3086949065340422,0.6131023838106671,0.3044074772766249
Apache,Arizona,04001,71887.0,urban,3554.0,4003.0,4.94387024079458,5.568461613365421,0.6245913725708404
Appanoose,Iowa,19007,12426.0,rural,144.0,276.0,1.158860453887011,2.221149203283438,1.0622887493964268
Appling,Georgia,13001,18386.0,rural,1040.0,1264.0,5.656477754813445,6.874796040465572,1.2183182856521266
Appomattox,Virginia,51011,15911.0,rural,216.0,308.0,1.35755137954874,1.9357677078750553,0.5782163283263152
Aransas,Texas,48007,23510.0,rural,323.0,351.0,1.3738834538494258,1.4929817099106764,0.11909825606125053
Arapahoe,Colorado,08005,656590.0,urban,9595.0,13718.0,1.461338125771029,2.0892794590231345,0.6279413332521055
Archer,Texas,48009,8553.0,rural,87.0,165.0,1.0171869519466854,1.9291476674850931,0.9119607155384075
Archuleta,Colorado,08007,14029.0,rural,55.0,68.0,0.39204504954023806,0.4847102430679307,0.09266519352769263
Arenac,Michigan,26011,14883.0,rural,71.0,111.0,0.4770543573204327,0.7458173755291272,0.26876301820869447
Arkansas,Arkansas,05001,17486.0,rural,426.0,709.0,2.436234702047352,4.054672309275992,1.61843760722864
Arlington,Virginia,51013,236842.0,urban,3995.0,4714.0,1.6867785274571234,1.9903564401584177,0.30357791270129453
Armstrong,Pennsylvania,42005,64735.0,urban,448.0,769.0,0.6920522128678459,1.1879199814628871,0.49586776859504134
Armstrong,Texas,48011,1887.0,rural,13.0,27.0,0.688924218335983,1.4308426073131957,0.7419183889772125
Aroostook,Maine,23003,67055.0,urban,44.0,67.0,0.06561777645216614,0.0999179777794348,0.034300201327268666
Arthur,Nebraska,31005,463.0,rural,1.0,5.0,0.21598272138228944,1.079913606911447,0.8639308855291578
Ascension,Louisiana,22005,126604.0,urban,3784.0,4212.0,2.988847113835266,3.3269091023980284,0.33806198856276265
Ashe,NorthCarolina,37009,27203.0,rural,269.0,457.0,0.988861522626181,1.6799617689225455,0.6911002462963644
Ashland,Ohio,39005,53484.0,urban,261.0,495.0,0.48799641014135064,0.9255104330266997,0.43751402288534885
Ashland,Wisconsin,55003,15562.0,rural,137.0,310.0,0.8803495694640793,1.9920318725099602,1.1116823030458811
Ashley,Arkansas,05003,19657.0,rural,436.0,563.0,2.2180393752861574,2.864119652032355,0.6460802767461973
Ashtabula,Ohio,39007,97241.0,urban,664.0,856.0,0.6828395429911251,0.880287121687354,0.19744757869622895
Asotin,Washington,53003,22582.0,rural,122.0,278.0,0.5402532990877691,1.231068993003277,0.690815693915508
Assumption,Louisiana,22007,21891.0,rural,764.0,802.0,3.4900187291581015,3.6636060481476407,0.17358731898953908
Atascosa,Texas,48013,51153.0,urban,1154.0,1292.0,2.255977166539597,2.5257560651379194,0.2697788985983227
Atchison,Kansas,20005,16073.0,rural,331.0,537.0,2.0593541964785667,3.341006657126859,1.2816524606482922
Atchison,Missouri,29005,5143.0,rural,54.0,84.0,1.0499708341434961,1.633287964223216,0.5833171300797201
Athens,Ohio,39009,65327.0,urban,757.0,1378.0,1.15878580066435,2.109388154974207,0.9506023543098565
Atkinson,Georgia,13003,8165.0,rural,444.0,546.0,5.4378444580526635,6.687078995713411,1.2492345376607472
Atlantic,NewJersey,34001,263670.0,urban,4139.0,5270.0,1.5697652368490917,1.9987105093488073,0.42894527249971554
Atoka,Oklahoma,40005,13758.0,rural,312.0,466.0,2.26777147841256,3.3871202209623497,1.1193487425497892
Attala,Mississippi,28007,18174.0,rural,672.0,819.0,3.697589963684384,4.506437768240343,0.8088478045559591
Audrain,Missouri,29007,25388.0,rural,654.0,896.0,2.576020167008035,3.529226406176146,0.9532062391681109
Audubon,Iowa,19009,5496.0,rural,91.0,191.0,1.6557496360989812,3.475254730713246,1.8195050946142648
Auglaize,Ohio,39011,45656.0,rural,634.0,1258.0,1.3886455230418784,2.7553881198528125,1.366742596810934
Augusta,Virginia,51015,75558.0,urban,512.0,707.0,0.6776251356573758,0.9357050213081342,0.25807988565075834
Aurora,SouthDakota,46003,2751.0,rural,59.0,200.0,2.144674663758633,7.270083605961468,5.125408942202835
Austin,Texas,48015,30032.0,rural,499.0,517.0,1.6615610015982951,1.7214970697922216,0.05993606819392648
Autauga,Alabama,01001,55869.0,urban,1791.0,2159.0,3.205713365193578,3.8643970717213483,0.6586837065277703
Avery,NorthCarolina,37011,17557.0,rural,362.0,645.0,2.0618556701030926,3.6737483624765055,1.6118926923734123
Avoyelles,Louisiana,22009,40144.0,rural,1529.0,1757.0,3.8087883618971703,4.376743722598645,0.5679553607014747
Baca,Colorado,08009,3581.0,rural,18.0,36.0,0.502652890254119,1.005305780508238,0.502652890254119
Bacon,Georgia,13005,11164.0,rural,599.0,708.0,5.365460408455751,6.3418129702615555,0.9763525618058044
Bailey,Texas,48017,7000.0,rural,226.0,311.0,3.2285714285714286,4.442857142857143,1.2142857142857142
Baker,Florida,12003,29210.0,rural,1484.0,1795.0,5.080451900034235,6.1451557685724065,1.064703868538172
Baker,Georgia,13007,3038.0,rural,84.0,106.0,2.7649769585253456,3.489137590520079,0.7241606319947334
Baker,Oregon,41001,16124.0,rural,98.0,144.0,0.6077896303646738,0.8930786405358472,0.2852890101711734
Baldwin,Alabama,01003,223234.0,urban,5640.0,6940.0,2.5264968597973425,3.1088454267719072,0.5823485669745648
Baldwin,Georgia,13009,44890.0,rural,2134.0,2415.0,4.753842726665181,5.379817331254177,0.6259746045889953
Ballard,Kentucky,21007,7888.0,rural,57.0,79.0,0.7226166328600405,1.0015212981744424,0.2789046653144016
BaltimoreCity,Maryland,24510,593490.0,urban,15646.0,17994.0,2.636270198318422,3.0318960723853814,0.3956258740669598
Baltimore,Maryland,24005,827370.0,urban,18017.0,21040.0,2.1776230706938855,2.5429976914802324,0.3653746207863471
Bamberg,SouthCarolina,45009,14066.0,rural,650.0,697.0,4.621072088724584,4.955211147447746,0.33413905872316224
Bandera,Texas,48019,23112.0,rural,160.0,190.0,0.6922810661128418,0.8220837660089997,0.12980269989615784
Banks,Georgia,13011,19234.0,rural,488.0,585.0,2.537173754809192,3.041489029842986,0.5043152750337944
Banner,Nebraska,31007,745.0,rural,2.0,4.0,0.2684563758389262,0.5369127516778524,0.2684563758389262
Bannock,Idaho,16005,87808.0,urban,1229.0,2772.0,1.3996446793002917,3.1568877551020407,1.7572430758017492
Baraga,Michigan,26013,8209.0,rural,37.0,126.0,0.45072481422828603,1.5349007187233523,1.0841759044950665
Barber,Kansas,20007,4427.0,rural,9.0,74.0,0.20329794443189517,1.6715608764400272,1.468262932008132
Barbour,Alabama,01005,24686.0,rural,896.0,1060.0,3.6295876205136515,4.293931783196954,0.6643441626833023
Barbour,WestVirginia,54001,16441.0,rural,81.0,187.0,0.4926707621190925,1.1374004014354357,0.6447296393163433
Barnes,NorthDakota,38003,10415.0,rural,242.0,404.0,2.3235717714834374,3.879020643302929,1.5554488718194912
Barnstable,Massachusetts,25001,212990.0,urban,1863.0,2029.0,0.8746889525329827,0.9526268838912624,0.07793793135827973
Barnwell,SouthCarolina,45011,20866.0,rural,741.0,884.0,3.5512316687434105,4.23655707850091,0.6853254097575002
Barren,Kentucky,21009,44249.0,rural,796.0,1326.0,1.79891070984655,2.9966778910257856,1.1977671811792356
Barron,Wisconsin,55005,45244.0,rural,512.0,1313.0,1.1316417646538768,2.902042259747149,1.7704004950932721
Barrow,Georgia,13013,83240.0,urban,2219.0,2801.0,2.665785679961557,3.364968765016819,0.6991830850552618
Barry,Michigan,26015,61550.0,urban,326.0,803.0,0.5296506904955322,1.3046303818034117,0.7749796913078798
Barry,Missouri,29009,35789.0,rural,502.0,898.0,1.4026656235156052,2.509150856408394,1.1064852328927883
Bartholomew,Indiana,18005,83779.0,urban,1218.0,1586.0,1.4538249441984268,1.893075830458707,0.4392508862602801
Barton,Kansas,20009,25779.0,rural,507.0,797.0,1.9667170953101363,3.091663757321851,1.124946662011715
Barton,Missouri,29011,11754.0,rural,204.0,449.0,1.7355793772332824,3.8199761783222734,2.084396801088991
Bartow,Georgia,13015,107738.0,urban,2938.0,3996.0,2.726985836009579,3.708997753810169,0.9820119178005904
Bastrop,Texas,48021,88723.0,urban,1850.0,2023.0,2.085141395128659,2.2801302931596092,0.19498889803095026
Bates,Missouri,29013,16172.0,rural,126.0,267.0,0.779124412564927,1.6510017313875833,0.8718773188226564
Bath,Kentucky,21011,12500.0,rural,90.0,138.0,0.72,1.1039999999999999,0.384
Bath,Virginia,51017,4147.0,rural,15.0,26.0,0.36170725825898237,0.6269592476489028,0.2652519893899204
Baxter,Arkansas,05005,41932.0,rural,366.0,749.0,0.8728417437756368,1.7862253171801967,0.9133835734045599
Bay,Florida,12005,174705.0,urban,6124.0,6866.0,3.5053375690449613,3.9300535187888155,0.42471594974385396
Bay,Michigan,26017,103126.0,urban,1027.0,1602.0,0.9958691309660027,1.5534394817989643,0.5575703508329616
Bayfield,Wisconsin,55007,15036.0,rural,125.0,277.0,0.8313381218409152,1.8422452779994678,1.010907156158553
Baylor,Texas,48023,3509.0,rural,20.0,46.0,0.5699629524080935,1.310914790538615,0.7409518381305216
Beadle,SouthDakota,46005,18453.0,rural,815.0,1349.0,4.41662602286891,7.31046442312903,2.8938384002601203
BearLake,Idaho,16007,6125.0,rural,47.0,77.0,0.7673469387755102,1.2571428571428571,0.4897959183673469
Beaufort,NorthCarolina,37013,46994.0,rural,981.0,1428.0,2.087500531982806,3.0386857896752777,0.9511852576924714
Beaufort,SouthCarolina,45013,192122.0,urban,5692.0,6188.0,2.9627007838769117,3.22087007214166,0.25816928826474844
Beauregard,Louisiana,22011,37497.0,rural,1013.0,1077.0,2.7015494572899166,2.8722297783822706,0.17068032109235406
"BeaverCounty,GarfieldCounty,IronCounty,KaneCounty,Washington",Utah,,252042.0,urban,0.0,0.0,0.0,0.0,0.0
Beaver,Oklahoma,40007,5311.0,rural,60.0,94.0,1.1297307475051779,1.7699115044247788,0.6401807569196009
Beaver,Pennsylvania,42007,163929.0,urban,1924.0,2325.0,1.1736788487698944,1.4182969456289003,0.244618096859006
Beaver,Utah,49001,6710.0,rural,40.0,86.0,0.5961251862891207,1.2816691505216096,0.6855439642324889
Beaverhead,Montana,30001,9453.0,rural,102.0,283.0,1.0790225325293559,2.9937585951549774,1.9147360626256216
Becker,Minnesota,27005,34423.0,rural,286.0,683.0,0.8308398454521686,1.984138512041368,1.153298666589199
Beckham,Oklahoma,40009,21859.0,rural,567.0,937.0,2.59389725056041,4.286563886728579,1.6926666361681688
Bedford,Pennsylvania,42009,47888.0,rural,245.0,447.0,0.5116104243234213,0.9334279986635483,0.42181757434012696
Bedford,Tennessee,47003,49713.0,rural,1380.0,1822.0,2.7759338603584576,3.665037314183413,0.8891034538249551
Bedford,Virginia,51019,78997.0,urban,786.0,1297.0,0.9949744927022546,1.6418345000443055,0.646860007342051
Bee,Texas,48025,32565.0,rural,1834.0,1870.0,5.631813296483955,5.742361430984185,0.11054813450023032
Belknap,NewHampshire,33001,61303.0,urban,148.0,247.0,0.24142374761430924,0.40291665986982694,0.16149291225551768
Bell,Kentucky,21013,26032.0,rural,507.0,783.0,1.9476029502151198,3.007836508912108,1.0602335586969884
Bell,Texas,48027,362924.0,urban,5551.0,6560.0,1.529521332289956,1.8075409727656477,0.2780196404756919
Belmont,Ohio,39013,67006.0,urban,724.0,868.0,1.080500253708623,1.295406381518073,0.2149061278094499
Beltrami,Minnesota,27007,47188.0,rural,473.0,1002.0,1.0023734847842671,2.123421208781894,1.1210477239976264
BenHill,Georgia,13017,16700.0,rural,791.0,943.0,4.736526946107785,5.6467065868263475,0.9101796407185629
Benewah,Idaho,16009,9298.0,rural,149.0,182.0,1.602495160249516,1.9574101957410197,0.35491503549150355
Bennett,SouthDakota,46007,3365.0,rural,67.0,215.0,1.991084695393759,6.389301634472511,4.398216939078752
Bennington,Vermont,50003,35470.0,rural,115.0,142.0,0.3242176487172258,0.4003383140682266,0.07612066535100084
Benson,NorthDakota,38005,6832.0,rural,345.0,547.0,5.04976580796253,8.006440281030445,2.956674473067916
Bent,Colorado,08011,5577.0,rural,12.0,18.0,0.21516944593867668,0.32275416890801506,0.10758472296933834
Benton,Arkansas,05007,279141.0,urban,6699.0,8509.0,2.399862435113437,3.04828025979702,0.6484178246835829
Benton,Indiana,18007,8748.0,rural,88.0,120.0,1.0059442158207592,1.3717421124828533,0.36579789666209417
Benton,Iowa,19011,25645.0,rural,344.0,705.0,1.341392084226945,2.7490738935465,1.4076818093195556
Benton,Minnesota,27009,40889.0,rural,568.0,1121.0,1.389126659981902,2.7415686370417474,1.3524419770598448
Benton,Mississippi,28009,8259.0,rural,233.0,375.0,2.821164789926141,4.540501271340356,1.719336481414215
Benton,Missouri,29015,19443.0,rural,344.0,498.0,1.7692742889471789,2.5613331276037647,0.7920588386565859
Benton,Oregon,41003,93053.0,urban,328.0,464.0,0.35248729218832275,0.498640559681042,0.1461532674927192
Benton,Tennessee,47005,16160.0,rural,342.0,441.0,2.1163366336633667,2.728960396039604,0.6126237623762376
Benton,Washington,53005,204390.0,urban,4756.0,5512.0,2.32692401780909,2.6968051274524196,0.36988110964332893
Benzie,Michigan,26019,17766.0,rural,84.0,145.0,0.4728132387706856,0.816165709782731,0.34335247101204547
Bergen,NewJersey,34003,932202.0,urban,22751.0,25609.0,2.4405654568430446,2.747151368480222,0.30658591163717736
Berkeley,SouthCarolina,45015,227907.0,urban,5526.0,6204.0,2.42467322197212,2.7221629875343893,0.2974897655622688
Berkeley,WestVirginia,54003,119171.0,urban,1025.0,1665.0,0.8601085834640978,1.3971519916758273,0.5370434082117294
Berks,Pennsylvania,42011,421164.0,urban,7186.0,9562.0,1.7062237038303367,2.2703744859484667,0.5641507821181297
Berkshire,Massachusetts,25003,124944.0,urban,717.0,784.0,0.573857087975413,0.627481111537969,0.05362402356255603
Bernalillo,NewMexico,35001,679121.0,urban,6607.0,11636.0,0.97287523136525,1.7133912807879597,0.7405160494227097
Berrien,Georgia,13019,19397.0,rural,455.0,594.0,2.3457235654998194,3.062329226168995,0.7166056606691756
Berrien,Michigan,26021,153401.0,urban,1981.0,3057.0,1.29138662720582,1.9928162137143828,0.7014295865085625
Bertie,NorthCarolina,37015,18947.0,rural,605.0,736.0,3.193117643954188,3.8845199767773266,0.6914023328231382
Bethel,Alaska,02050,18386.0,rural,119.0,476.0,0.6472315892526922,2.588926357010769,1.941694767758077
Bexar,Texas,48029,2003554.0,urban,57844.0,65885.0,2.8870696771836446,3.288406501646574,0.4013368244629294
Bibb,Alabama,01007,22394.0,rural,664.0,873.0,2.9650799321246764,3.8983656336518706,0.9332857015271948
Bibb,Georgia,13021,153159.0,urban,6089.0,6831.0,3.9756070488838398,4.460070906704797,0.4844638578209573
Bienville,Louisiana,22013,13241.0,rural,491.0,619.0,3.708179140548297,4.67487349898044,0.9666943584321426
BigHorn,Montana,30003,13319.0,rural,931.0,1399.0,6.990014265335236,10.50379157594414,3.5137773106089045
BigHorn,Wyoming,56003,11790.0,rural,62.0,253.0,0.5258693808312129,2.145886344359627,1.6200169635284138
BigStone,Minnesota,27011,4991.0,rural,83.0,172.0,1.6629933880985774,3.446203165698257,1.7832097775996794
Billings,NorthDakota,38007,928.0,rural,18.0,33.0,1.9396551724137931,3.556034482758621,1.6163793103448276
Bingham,Idaho,16011,46811.0,rural,1056.0,1674.0,2.2558800281985003,3.5760825447010323,1.3202025165025313
BlackHawk,Iowa,19013,131228.0,urban,4559.0,6352.0,3.474106135885634,4.840430395952083,1.3663242600664494
Blackford,Indiana,18009,11758.0,rural,132.0,294.0,1.122639904745705,2.500425242388161,1.377785337642456
Bladen,NorthCarolina,37017,32722.0,rural,925.0,1099.0,2.8268443249190147,3.3585966627956725,0.5317523378766579
Blaine,Idaho,16013,23021.0,rural,685.0,911.0,2.9755440684592327,3.9572564180530816,0.981712349593849
Blaine,Montana,30005,6681.0,rural,34.0,349.0,0.5089058524173028,5.223768896871726,4.7148630444544235
Blaine,Nebraska,31009,465.0,rural,1.0,3.0,0.21505376344086022,0.6451612903225806,0.43010752688172044
Blaine,Oklahoma,40011,9429.0,rural,137.0,219.0,1.4529642592003393,2.322621699013681,0.8696574398133419
Blair,Pennsylvania,42013,121829.0,urban,716.0,1376.0,0.587709001961766,1.1294519367309919,0.5417429347692257
Blanco,Texas,48031,11931.0,rural,145.0,163.0,1.215321431564831,1.366188919621155,0.15086748805632386
Bland,Virginia,51021,6280.0,rural,65.0,78.0,1.0350318471337578,1.2420382165605097,0.2070063694267516
Bleckley,Georgia,13023,12873.0,rural,435.0,640.0,3.3791656956420413,4.971646080944613,1.5924803853025713
Bledsoe,Tennessee,47007,15064.0,rural,864.0,1045.0,5.735528412108338,6.937068507700478,1.2015400955921403
Blount,Alabama,01009,57826.0,urban,1629.0,2074.0,2.8170719053712863,3.5866219347698265,0.7695500293985404
Blount,Tennessee,47009,133088.0,urban,2589.0,3595.0,1.9453294061072373,2.701220245251262,0.755890839144025
BlueEarth,Minnesota,27013,67653.0,urban,1743.0,2169.0,2.5763824220655405,3.2060662498337105,0.62968382776817
Boise,Idaho,16015,7831.0,rural,70.0,87.0,0.893883284382582,1.1109692248754948,0.21708594049291277
Bolivar,Mississippi,28011,30628.0,rural,1873.0,2072.0,6.1153193156588745,6.765051586783335,0.6497322711244613
Bollinger,Missouri,29017,12133.0,rural,355.0,541.0,2.9259045578175225,4.458913706420506,1.5330091486029838
BonHomme,SouthDakota,46009,6901.0,rural,91.0,994.0,1.3186494710911463,14.40370960730329,13.085060136212142
Bond,Illinois,17005,16426.0,rural,342.0,532.0,2.082065018872519,3.2387678071350297,1.1567027882625107
Bonner,Idaho,16017,45739.0,rural,350.0,523.0,0.7652113076368089,1.1434443254115743,0.37823301777476553
Bonneville,Idaho,16019,119062.0,urban,2879.0,4769.0,2.4180678973979943,4.0054761384824715,1.587408241084477
Boone,Arkansas,05009,37432.0,rural,752.0,1088.0,2.0089762769822612,2.906603975208378,0.8976276982261167
Boone,Illinois,17007,53544.0,urban,1153.0,2038.0,2.1533691916928133,3.8062154489765425,1.6528462572837292
Boone,Indiana,18011,67843.0,urban,1023.0,1425.0,1.507893224061436,2.100437775452147,0.5925445513907109
Boone,Iowa,19015,26234.0,rural,532.0,782.0,2.027902721658916,2.98086452694976,0.952961805290844
Boone,Kentucky,21015,133581.0,urban,1610.0,2305.0,1.2052612272703453,1.72554480053301,0.5202835732626646
Boone,Missouri,29019,180463.0,urban,4750.0,6373.0,2.6321184952040033,3.531471825249497,0.899353330045494
Boone,Nebraska,31011,5192.0,rural,88.0,168.0,1.694915254237288,3.2357473035439135,1.5408320493066257
Boone,WestVirginia,54005,21457.0,rural,232.0,404.0,1.0812322319056717,1.8828354383184975,0.8016032064128256
Borden,Texas,48033,654.0,rural,1.0,2.0,0.1529051987767584,0.3058103975535168,0.1529051987767584
Bosque,Texas,48035,18685.0,rural,339.0,418.0,1.8142895370618144,2.237088573722237,0.4227990366604228
Bossier,Louisiana,22015,127039.0,urban,3329.0,4339.0,2.620455135824432,3.4154865828603818,0.7950314470359496
Botetourt,Virginia,51023,33419.0,rural,306.0,451.0,0.9156467877554685,1.3495317035219487,0.4338849157664802
Bottineau,NorthDakota,38009,6282.0,rural,98.0,335.0,1.5600127347978352,5.332696593441579,3.772683858643744
Boulder,Colorado,08013,326196.0,urban,4512.0,5937.0,1.383217452084023,1.820071368134496,0.4368539160504727
